Customer Id,Invoice Id,Product Purchased,Quantity,Sales Price,Discount,Purchase Date,Total Price,Product Category
CUST1029,INV56984,Electronics,2,30.2,0.06,2025-05-21,56.78,Electronics
CUST1036,INV59131,Children's products,3,30.14,0.06,2025-05-11,84.99,Toys & Kids
CUST1007,INV66450,Home textile,2,58.33,0.27,2025-05-20,85.16,Home Essentials
CUST1004,INV29080,Stationery,2,63.36,0.2,2025-05-13,101.38,Office Supplies
CUST1042,INV42007,Home textile,3,62.21,0.05,2025-05-20,177.3,Home Essentials
CUST1035,INV79621,Home textile,2,18.23,0.13,2025-05-13,31.72,Home Essentials
CUST1001,INV64008,Home textile,2,88.97,0.18,2025-05-19,145.91,Home Essentials
CUST1006,INV84177,Apparel,2,33.9,0.03,2025-05-04,65.77,Fashion
CUST1049,INV99364,Stationery,1,21.66,0.26,2025-05-12,16.03,Office Supplies
CUST1016,INV33600,Home textile,1,89.99,0.24,2025-05-12,68.39,Home Essentials
CUST1011,INV32280,Fashion accessories,1,96.01,0.15,2025-05-28,81.61,Fashion
CUST1027,INV32946,Fashion accessories,3,87.59,0.29,2025-05-15,186.57,Fashion
CUST1032,INV20350,Bags,5,82.86,0.13,2025-05-20,360.44,Fashion
CUST1031,INV89887,Home textile,2,68.97,0.3,2025-05-06,96.56,Home Essentials
CUST1014,INV60140,Children's products,2,59.58,0.2,2025-05-27,95.33,Toys & Kids
CUST1026,INV91226,Electronics,3,17.83,0.19,2025-05-22,43.33,Electronics
CUST1004,INV99539,Bags,2,46.76,0.05,2025-05-23,88.84,Fashion
CUST1011,INV41566,Household supplies,1,43.54,0.26,2025-05-26,32.22,Home Essentials
CUST1025,INV75230,Electronics,5,33.38,0.13,2025-05-10,145.2,Electronics
CUST1001,INV86435,Children's products,4,75.11,0.05,2025-05-30,285.42,Toys & Kids
CUST1025,INV28758,Stationery,2,54.63,0.0,2025-05-20,109.26,Office Supplies
CUST1017,INV40433,Bags,1,17.29,0.17,2025-05-19,14.35,Fashion
CUST1030,INV70443,Beauty and Clean products,4,29.82,0.16,2025-05-03,100.2,Health & Beauty
CUST1019,INV93611,Household supplies,5,71.49,0.22,2025-05-22,278.81,Home Essentials
CUST1028,INV43289,Apparel,4,16.85,0.27,2025-05-05,49.2,Fashion
CUST1045,INV70236,Apparel,1,86.61,0.02,2025-05-11,84.88,Fashion
CUST1047,INV43466,Children's products,4,54.56,0.22,2025-05-04,170.23,Toys & Kids
CUST1036,INV97404,Stationery,3,53.25,0.06,2025-05-08,150.16,Office Supplies
CUST1043,INV11231,Home textile,4,63.32,0.26,2025-05-10,187.43,Home Essentials
CUST1046,INV70981,Home textile,2,84.22,0.25,2025-05-04,126.33,Home Essentials
CUST1032,INV47700,Children's products,2,41.3,0.16,2025-05-06,69.38,Toys & Kids
CUST1010,INV98815,Stationery,3,71.02,0.21,2025-05-12,168.32,Office Supplies
CUST1013,INV81643,Electronics,1,60.92,0.09,2025-05-23,55.44,Electronics
CUST1019,INV30706,Fashion accessories,2,34.03,0.14,2025-05-05,58.53,Fashion
CUST1014,INV19681,Electronics,5,89.08,0.25,2025-05-17,334.05,Electronics
CUST1004,INV67898,Electronics,2,81.77,0.14,2025-05-13,140.64,Electronics
CUST1038,INV55293,Household supplies,2,69.26,0.11,2025-05-14,123.28,Home Essentials
CUST1048,INV87014,Electronics,1,86.55,0.15,2025-05-20,73.57,Electronics
CUST1035,INV49210,Beauty and Clean products,4,88.06,0.25,2025-05-05,264.18,Health & Beauty
CUST1004,INV93746,Bags,2,73.75,0.1,2025-05-19,132.75,Fashion
CUST1048,INV65615,Apparel,3,85.33,0.05,2025-05-13,243.19,Fashion
CUST1021,INV42780,Fashion accessories,4,72.77,0.21,2025-05-14,229.95,Fashion
CUST1004,INV69878,Electronics,5,71.21,0.25,2025-05-06,267.04,Electronics
CUST1004,INV49599,Children's products,1,65.68,0.03,2025-05-16,63.71,Toys & Kids
CUST1038,INV36111,Children's products,5,77.74,0.07,2025-05-21,361.49,Toys & Kids
CUST1031,INV60422,Home textile,4,24.27,0.04,2025-05-18,93.2,Home Essentials
CUST1033,INV73335,Beauty and Clean products,4,89.28,0.1,2025-05-23,321.41,Health & Beauty
CUST1034,INV23979,Beauty and Clean products,4,88.47,0.14,2025-05-30,304.34,Health & Beauty
CUST1011,INV41091,Household supplies,5,12.63,0.22,2025-05-21,49.26,Home Essentials
CUST1004,INV59986,Electronics,4,84.32,0.2,2025-05-30,269.82,Electronics
CUST1033,INV84963,Electronics,5,21.6,0.19,2025-05-06,87.48,Electronics
CUST1006,INV57049,Household supplies,4,40.16,0.11,2025-05-18,142.97,Home Essentials
CUST1012,INV85341,Fashion accessories,3,76.92,0.25,2025-05-06,173.07,Fashion
CUST1005,INV48780,Beauty and Clean products,4,24.47,0.14,2025-05-16,84.18,Health & Beauty
CUST1039,INV48696,Bags,5,83.62,0.29,2025-05-10,296.85,Fashion
CUST1005,INV12875,Apparel,2,84.89,0.19,2025-05-05,137.52,Fashion
CUST1044,INV96275,Stationery,4,55.67,0.04,2025-05-06,213.77,Office Supplies
CUST1016,INV61879,Household supplies,2,10.57,0.2,2025-05-11,16.91,Home Essentials
CUST1026,INV45976,Home textile,3,35.83,0.1,2025-05-27,96.74,Home Essentials
CUST1008,INV11061,Apparel,1,65.52,0.21,2025-05-15,51.76,Fashion
CUST1037,INV84177,Home textile,3,98.31,0.02,2025-05-20,289.03,Home Essentials
CUST1016,INV99889,Beauty and Clean products,4,66.86,0.05,2025-05-02,254.07,Health & Beauty
CUST1038,INV16428,Apparel,2,33.38,0.26,2025-05-28,49.4,Fashion
CUST1039,INV89482,Beauty and Clean products,2,67.06,0.07,2025-05-12,124.73,Health & Beauty
CUST1003,INV75107,Fashion accessories,5,58.6,0.25,2025-05-31,219.75,Fashion
CUST1040,INV47512,Children's products,2,80.19,0.08,2025-05-01,147.55,Toys & Kids
CUST1006,INV40162,Home textile,5,19.63,0.19,2025-05-16,79.5,Home Essentials
CUST1027,INV89569,Fashion accessories,1,78.49,0.21,2025-05-05,62.01,Fashion
CUST1043,INV56179,Household supplies,4,58.71,0.15,2025-05-07,199.61,Home Essentials
CUST1038,INV38705,Bags,5,96.67,0.09,2025-05-27,439.85,Fashion
CUST1037,INV93442,Apparel,1,40.77,0.06,2025-05-13,38.32,Fashion
CUST1034,INV34920,Fashion accessories,2,66.94,0.01,2025-05-31,132.54,Fashion
CUST1021,INV91381,Electronics,2,93.88,0.09,2025-05-18,170.86,Electronics
CUST1017,INV42850,Fashion accessories,1,19.23,0.2,2025-05-17,15.38,Fashion
CUST1014,INV98835,Household supplies,2,94.35,0.28,2025-05-21,135.86,Home Essentials
CUST1043,INV96400,Bags,1,71.91,0.26,2025-05-16,53.21,Fashion
CUST1046,INV99241,Stationery,5,16.11,0.23,2025-05-14,62.02,Office Supplies
CUST1021,INV27927,Bags,5,37.09,0.24,2025-05-22,140.94,Fashion
CUST1016,INV92345,Apparel,1,73.74,0.2,2025-05-16,58.99,Fashion
CUST1017,INV22735,Home textile,5,16.06,0.08,2025-05-14,73.88,Home Essentials
CUST1026,INV92242,Home textile,5,62.4,0.27,2025-05-23,227.76,Home Essentials
CUST1009,INV94717,Fashion accessories,5,41.13,0.2,2025-05-27,164.52,Fashion
CUST1043,INV15167,Home textile,3,65.88,0.17,2025-05-15,164.04,Home Essentials
CUST1042,INV50492,Stationery,4,14.12,0.03,2025-05-16,54.79,Office Supplies
CUST1020,INV67779,Children's products,2,88.44,0.13,2025-05-06,153.89,Toys & Kids
CUST1030,INV14373,Fashion accessories,3,97.61,0.14,2025-05-03,251.83,Fashion
CUST1021,INV85965,Apparel,5,97.2,0.26,2025-05-19,359.64,Fashion
CUST1049,INV57823,Fashion accessories,1,77.47,0.16,2025-05-01,65.07,Fashion
CUST1005,INV27224,Beauty and Clean products,5,21.71,0.11,2025-05-26,96.61,Health & Beauty
CUST1001,INV21813,Beauty and Clean products,4,78.24,0.29,2025-05-25,222.2,Health & Beauty
CUST1030,INV48680,Beauty and Clean products,5,12.21,0.03,2025-05-08,59.22,Health & Beauty
CUST1040,INV52823,Stationery,1,11.99,0.13,2025-05-10,10.43,Office Supplies
CUST1037,INV64460,Home textile,4,39.12,0.01,2025-05-02,154.92,Home Essentials
CUST1007,INV33021,Electronics,5,53.98,0.22,2025-05-09,210.52,Electronics
CUST1005,INV36318,Fashion accessories,4,79.34,0.28,2025-05-08,228.5,Fashion
CUST1035,INV27322,Electronics,2,71.5,0.08,2025-05-18,131.56,Electronics
CUST1014,INV80701,Stationery,2,50.13,0.26,2025-05-10,74.19,Office Supplies
CUST1033,INV57953,Fashion accessories,5,34.63,0.09,2025-05-06,157.57,Fashion
CUST1017,INV79579,Stationery,4,99.74,0.27,2025-05-25,291.24,Office Supplies
CUST1009,INV75771,Home textile,1,48.36,0.23,2025-05-15,37.24,Home Essentials
CUST1023,INV45720,Home textile,5,50.62,0.24,2025-05-19,192.36,Home Essentials
CUST1005,INV31567,Stationery,2,24.73,0.01,2025-05-24,48.97,Office Supplies
CUST1016,INV43681,Apparel,2,81.53,0.29,2025-05-25,115.77,Fashion
CUST1024,INV73156,Household supplies,5,72.43,0.22,2025-05-25,282.48,Home Essentials
CUST1019,INV48684,Home textile,4,29.87,0.09,2025-05-16,108.73,Home Essentials
CUST1011,INV54396,Fashion accessories,2,17.41,0.25,2025-05-18,26.12,Fashion
CUST1029,INV25095,Fashion accessories,4,71.24,0.08,2025-05-17,262.16,Fashion
CUST1035,INV71385,Fashion accessories,2,68.91,0.26,2025-05-04,101.99,Fashion
CUST1046,INV19869,Electronics,2,34.59,0.03,2025-05-19,67.1,Electronics
CUST1020,INV28449,Household supplies,3,95.58,0.21,2025-05-04,226.52,Home Essentials
CUST1040,INV39571,Electronics,2,23.6,0.16,2025-05-09,39.65,Electronics
CUST1042,INV98647,Beauty and Clean products,1,48.91,0.03,2025-05-25,47.44,Health & Beauty
CUST1034,INV98395,Home textile,5,94.93,0.07,2025-05-18,441.42,Home Essentials
CUST1001,INV62089,Home textile,5,47.78,0.0,2025-05-27,238.9,Home Essentials
CUST1043,INV83048,Bags,4,67.47,0.14,2025-05-12,232.1,Fashion
CUST1036,INV57942,Apparel,2,45.78,0.09,2025-05-18,83.32,Fashion
CUST1020,INV21836,Household supplies,1,34.68,0.18,2025-05-27,28.44,Home Essentials
CUST1043,INV61717,Beauty and Clean products,4,98.56,0.09,2025-05-25,358.76,Health & Beauty
CUST1007,INV11824,Electronics,3,46.84,0.09,2025-05-02,127.87,Electronics
CUST1009,INV44663,Household supplies,4,90.47,0.22,2025-05-25,282.27,Home Essentials
CUST1017,INV80329,Children's products,4,30.7,0.01,2025-05-24,121.57,Toys & Kids
CUST1008,INV26199,Beauty and Clean products,2,29.18,0.27,2025-05-15,42.6,Health & Beauty
CUST1007,INV69609,Electronics,3,12.8,0.26,2025-05-18,28.42,Electronics
CUST1048,INV58311,Stationery,4,68.65,0.2,2025-05-07,219.68,Office Supplies
CUST1036,INV98188,Fashion accessories,1,43.17,0.18,2025-05-14,35.4,Fashion
CUST1010,INV98125,Apparel,1,87.79,0.27,2025-05-04,64.09,Fashion
CUST1018,INV44362,Stationery,5,52.59,0.06,2025-05-24,247.17,Office Supplies
CUST1019,INV86619,Children's products,3,97.14,0.02,2025-05-27,285.59,Toys & Kids
CUST1039,INV59941,Beauty and Clean products,3,26.7,0.07,2025-05-21,74.49,Health & Beauty
CUST1014,INV93695,Bags,5,88.18,0.24,2025-05-25,335.08,Fashion
CUST1046,INV58689,Children's products,4,79.89,0.01,2025-05-08,316.36,Toys & Kids
CUST1022,INV24201,Beauty and Clean products,3,79.38,0.17,2025-05-10,197.66,Health & Beauty
CUST1014,INV98452,Electronics,1,86.03,0.3,2025-05-28,60.22,Electronics
CUST1044,INV40647,Home textile,1,78.49,0.26,2025-05-02,58.08,Home Essentials
CUST1041,INV71797,Apparel,2,66.36,0.16,2025-05-15,111.48,Fashion
CUST1017,INV13280,Stationery,3,21.81,0.02,2025-05-09,64.12,Office Supplies
CUST1033,INV91205,Apparel,4,12.93,0.25,2025-05-12,38.79,Fashion
CUST1032,INV83584,Children's products,5,92.88,0.18,2025-05-28,380.81,Toys & Kids
CUST1017,INV52992,Apparel,5,65.5,0.03,2025-05-27,317.68,Fashion
CUST1004,INV89964,Fashion accessories,4,81.69,0.03,2025-05-03,316.96,Fashion
CUST1006,INV39015,Electronics,2,53.34,0.27,2025-05-15,77.88,Electronics
CUST1041,INV94889,Beauty and Clean products,5,20.56,0.2,2025-05-28,82.24,Health & Beauty
CUST1028,INV18285,Stationery,3,21.27,0.25,2025-05-04,47.86,Office Supplies
CUST1018,INV93283,Fashion accessories,2,71.7,0.26,2025-05-25,106.12,Fashion
CUST1003,INV70852,Children's products,3,48.73,0.17,2025-05-26,121.34,Toys & Kids
CUST1001,INV49608,Fashion accessories,1,28.05,0.16,2025-05-08,23.56,Fashion
CUST1022,INV95097,Home textile,2,54.24,0.13,2025-05-07,94.38,Home Essentials
CUST1050,INV63516,Electronics,5,15.78,0.1,2025-05-26,71.01,Electronics
CUST1009,INV25292,Fashion accessories,2,62.38,0.13,2025-05-24,108.54,Fashion
CUST1041,INV28320,Apparel,2,34.21,0.23,2025-05-19,52.68,Fashion
CUST1017,INV15943,Home textile,2,81.78,0.18,2025-05-23,134.12,Home Essentials
CUST1011,INV14877,Stationery,2,37.93,0.27,2025-05-12,55.38,Office Supplies
CUST1048,INV49893,Electronics,3,50.97,0.13,2025-05-28,133.03,Electronics
CUST1029,INV74569,Fashion accessories,1,11.05,0.18,2025-05-23,9.06,Fashion
CUST1036,INV25220,Home textile,4,16.52,0.19,2025-05-20,53.52,Home Essentials
CUST1046,INV22739,Fashion accessories,2,45.32,0.18,2025-05-21,74.32,Fashion
CUST1028,INV40775,Home textile,5,53.19,0.21,2025-05-14,210.1,Home Essentials
CUST1036,INV80457,Household supplies,2,64.0,0.07,2025-05-06,119.04,Home Essentials
CUST1001,INV27781,Electronics,5,36.25,0.15,2025-05-20,154.06,Electronics
CUST1008,INV60940,Children's products,3,72.55,0.03,2025-05-05,211.12,Toys & Kids
CUST1005,INV69459,Children's products,5,87.41,0.12,2025-05-26,384.6,Toys & Kids
CUST1045,INV58629,Household supplies,4,80.19,0.15,2025-05-07,272.65,Home Essentials
CUST1010,INV97881,Fashion accessories,1,13.57,0.2,2025-05-27,10.86,Fashion
CUST1035,INV80804,Household supplies,5,53.25,0.29,2025-05-07,189.04,Home Essentials
CUST1003,INV64935,Children's products,5,19.44,0.18,2025-05-26,79.7,Toys & Kids
CUST1024,INV86983,Household supplies,1,31.78,0.22,2025-05-02,24.79,Home Essentials
CUST1038,INV30253,Household supplies,4,98.8,0.15,2025-05-19,335.92,Home Essentials
CUST1036,INV64379,Children's products,2,22.82,0.19,2025-05-12,36.97,Toys & Kids
CUST1010,INV95841,Electronics,5,54.9,0.02,2025-05-18,269.01,Electronics
CUST1028,INV22978,Home textile,1,65.63,0.08,2025-05-09,60.38,Home Essentials
CUST1009,INV74139,Electronics,3,73.22,0.11,2025-05-20,195.5,Electronics
CUST1003,INV90694,Home textile,1,60.37,0.14,2025-05-18,51.92,Home Essentials
CUST1020,INV63492,Fashion accessories,3,10.88,0.01,2025-05-06,32.31,Fashion
CUST1024,INV46666,Household supplies,4,39.38,0.04,2025-05-11,151.22,Home Essentials
CUST1003,INV14288,Household supplies,2,56.59,0.08,2025-05-23,104.13,Home Essentials
CUST1023,INV58566,Bags,1,17.91,0.29,2025-05-10,12.72,Fashion
CUST1014,INV38477,Fashion accessories,5,41.56,0.1,2025-05-10,187.02,Fashion
CUST1044,INV68115,Apparel,4,12.99,0.14,2025-05-19,44.69,Fashion
CUST1016,INV68287,Apparel,1,17.07,0.06,2025-05-09,16.05,Fashion
CUST1043,INV40947,Home textile,5,45.72,0.18,2025-05-31,187.45,Home Essentials
CUST1007,INV57537,Stationery,1,21.94,0.08,2025-05-28,20.18,Office Supplies
CUST1023,INV23022,Household supplies,3,61.08,0.06,2025-05-17,172.25,Home Essentials
CUST1050,INV99873,Beauty and Clean products,1,72.05,0.15,2025-05-29,61.24,Health & Beauty
CUST1036,INV58147,Household supplies,1,82.05,0.0,2025-05-22,82.05,Home Essentials
CUST1027,INV81364,Bags,1,28.01,0.0,2025-05-27,28.01,Fashion
CUST1040,INV94518,Home textile,4,25.07,0.07,2025-05-04,93.26,Home Essentials
CUST1048,INV57012,Electronics,1,19.41,0.01,2025-05-05,19.22,Electronics
CUST1010,INV17936,Household supplies,5,67.28,0.03,2025-05-31,326.31,Home Essentials
CUST1016,INV62184,Electronics,3,73.58,0.1,2025-05-25,198.67,Electronics
CUST1011,INV46160,Children's products,3,12.84,0.24,2025-05-26,29.28,Toys & Kids
CUST1012,INV34878,Children's products,1,94.26,0.17,2025-05-14,78.24,Toys & Kids
CUST1027,INV26011,Fashion accessories,4,14.68,0.15,2025-05-30,49.91,Fashion
CUST1002,INV69600,Household supplies,4,58.72,0.09,2025-05-02,213.74,Home Essentials
CUST1012,INV22015,Fashion accessories,5,73.82,0.28,2025-05-09,265.75,Fashion
CUST1048,INV96870,Household supplies,1,88.39,0.12,2025-05-28,77.78,Home Essentials
CUST1022,INV37801,Stationery,3,74.27,0.03,2025-05-21,216.13,Office Supplies
CUST1027,INV94109,Bags,4,82.16,0.19,2025-05-05,266.2,Fashion
CUST1043,INV93819,Children's products,1,40.55,0.03,2025-05-23,39.33,Toys & Kids
CUST1048,INV88269,Children's products,4,83.33,0.1,2025-05-28,299.99,Toys & Kids
CUST1016,INV12799,Beauty and Clean products,4,17.21,0.15,2025-05-05,58.51,Health & Beauty
CUST1018,INV16629,Fashion accessories,3,90.53,0.26,2025-05-08,200.98,Fashion
CUST1011,INV53713,Children's products,2,59.28,0.15,2025-05-05,100.78,Toys & Kids
CUST1045,INV41925,Children's products,5,83.56,0.21,2025-05-23,330.06,Toys & Kids
CUST1007,INV26505,Beauty and Clean products,5,50.71,0.3,2025-05-11,177.48,Health & Beauty
CUST1025,INV84000,Bags,3,67.92,0.04,2025-05-27,195.61,Fashion
CUST1003,INV36896,Apparel,4,57.38,0.08,2025-05-08,211.16,Fashion
CUST1031,INV18992,Home textile,1,75.84,0.12,2025-05-25,66.74,Home Essentials
CUST1015,INV82641,Electronics,4,17.35,0.13,2025-05-27,60.38,Electronics
CUST1013,INV37152,Bags,3,15.43,0.12,2025-05-22,40.74,Fashion
CUST1030,INV86858,Stationery,5,32.24,0.27,2025-05-13,117.68,Office Supplies
CUST1023,INV38305,Beauty and Clean products,4,24.36,0.21,2025-05-16,76.98,Health & Beauty
CUST1020,INV40539,Fashion accessories,5,88.46,0.18,2025-05-05,362.69,Fashion
CUST1015,INV53064,Stationery,1,29.73,0.09,2025-05-19,27.05,Office Supplies
CUST1015,INV29340,Apparel,5,97.83,0.25,2025-05-21,366.86,Fashion
CUST1002,INV88116,Electronics,5,40.32,0.29,2025-05-09,143.14,Electronics
CUST1043,INV10371,Electronics,2,26.39,0.25,2025-05-21,39.58,Electronics
CUST1013,INV46342,Children's products,2,81.07,0.0,2025-05-14,162.14,Toys & Kids
CUST1026,INV28964,Household supplies,2,69.28,0.19,2025-05-13,112.23,Home Essentials
CUST1022,INV27038,Home textile,5,54.84,0.02,2025-05-15,268.72,Home Essentials
CUST1018,INV80807,Household supplies,3,59.98,0.08,2025-05-03,165.54,Home Essentials
CUST1005,INV42853,Beauty and Clean products,5,74.73,0.02,2025-05-21,366.18,Health & Beauty
CUST1050,INV32871,Bags,3,30.56,0.18,2025-05-26,75.18,Fashion
CUST1018,INV24408,Children's products,3,99.67,0.21,2025-05-29,236.22,Toys & Kids
CUST1023,INV96646,Fashion accessories,2,97.73,0.03,2025-05-25,189.6,Fashion
CUST1042,INV13379,Beauty and Clean products,4,68.53,0.12,2025-05-03,241.23,Health & Beauty
CUST1033,INV27275,Stationery,1,27.96,0.14,2025-05-13,24.05,Office Supplies
CUST1026,INV11947,Apparel,2,71.22,0.11,2025-05-17,126.77,Fashion
CUST1044,INV56955,Stationery,2,16.5,0.04,2025-05-24,31.68,Office Supplies
CUST1035,INV41186,Beauty and Clean products,4,12.76,0.13,2025-05-09,44.4,Health & Beauty
CUST1022,INV87182,Apparel,1,33.19,0.23,2025-05-23,25.56,Fashion
CUST1002,INV52437,Electronics,5,51.64,0.02,2025-05-30,253.04,Electronics
CUST1008,INV12068,Stationery,5,88.14,0.02,2025-05-29,431.89,Office Supplies
CUST1017,INV32838,Household supplies,2,75.45,0.11,2025-05-12,134.3,Home Essentials
CUST1012,INV44782,Beauty and Clean products,1,76.84,0.28,2025-05-15,55.32,Health & Beauty
CUST1038,INV16868,Beauty and Clean products,2,48.29,0.2,2025-05-31,77.26,Health & Beauty
CUST1017,INV26614,Household supplies,3,41.13,0.2,2025-05-16,98.71,Home Essentials
CUST1003,INV65176,Bags,2,43.39,0.11,2025-05-11,77.23,Fashion
CUST1007,INV78955,Home textile,2,98.89,0.18,2025-05-19,162.18,Home Essentials
CUST1039,INV24896,Household supplies,5,13.61,0.0,2025-05-01,68.05,Home Essentials
CUST1028,INV18330,Electronics,5,88.03,0.19,2025-05-28,356.52,Electronics
CUST1023,INV72422,Fashion accessories,5,62.08,0.27,2025-05-25,226.59,Fashion
CUST1047,INV68756,Fashion accessories,3,49.48,0.18,2025-05-28,121.72,Fashion
CUST1021,INV57453,Electronics,5,75.27,0.26,2025-05-24,278.5,Electronics
CUST1028,INV77271,Stationery,1,53.8,0.22,2025-05-03,41.96,Office Supplies
CUST1039,INV87812,Fashion accessories,4,88.61,0.04,2025-05-24,340.26,Fashion
CUST1033,INV24293,Electronics,1,91.06,0.27,2025-05-15,66.47,Electronics
CUST1008,INV69245,Household supplies,1,47.95,0.02,2025-05-21,46.99,Home Essentials
CUST1025,INV76039,Children's products,5,34.91,0.16,2025-05-22,146.62,Toys & Kids
CUST1037,INV39038,Bags,4,63.31,0.04,2025-05-23,243.11,Fashion
CUST1013,INV90623,Home textile,4,92.11,0.0,2025-05-12,368.44,Home Essentials
CUST1017,INV15683,Stationery,4,28.96,0.13,2025-05-28,100.78,Office Supplies
CUST1003,INV96363,Electronics,3,66.07,0.09,2025-05-03,180.37,Electronics
CUST1046,INV78347,Household supplies,5,66.84,0.15,2025-05-26,284.07,Home Essentials
CUST1028,INV49535,Stationery,4,75.98,0.17,2025-05-18,252.25,Office Supplies
CUST1001,INV70036,Beauty and Clean products,3,21.84,0.01,2025-05-13,64.86,Health & Beauty
CUST1034,INV94323,Home textile,2,74.42,0.04,2025-05-07,142.89,Home Essentials
CUST1035,INV14082,Household supplies,2,91.81,0.17,2025-05-31,152.4,Home Essentials
CUST1044,INV17972,Children's products,3,26.17,0.1,2025-05-14,70.66,Toys & Kids
CUST1047,INV72781,Stationery,3,31.38,0.22,2025-05-27,73.43,Office Supplies
CUST1048,INV62640,Apparel,5,97.43,0.2,2025-05-07,389.72,Fashion
CUST1048,INV65872,Apparel,5,26.29,0.25,2025-05-16,98.59,Fashion
CUST1043,INV99928,Fashion accessories,2,86.89,0.21,2025-05-09,137.29,Fashion
CUST1013,INV24150,Home textile,4,54.31,0.13,2025-05-11,189.0,Home Essentials
CUST1024,INV74260,Bags,2,32.25,0.2,2025-05-27,51.6,Fashion
CUST1028,INV68138,Apparel,4,88.37,0.08,2025-05-10,325.2,Fashion
CUST1005,INV19632,Bags,4,50.08,0.09,2025-05-11,182.29,Fashion
CUST1043,INV20589,Stationery,5,56.33,0.24,2025-05-18,214.05,Office Supplies
CUST1022,INV52219,Stationery,1,42.33,0.13,2025-05-19,36.83,Office Supplies
CUST1040,INV89730,Electronics,1,63.37,0.24,2025-05-05,48.16,Electronics
CUST1021,INV29442,Home textile,3,24.72,0.25,2025-05-19,55.62,Home Essentials
CUST1043,INV18609,Children's products,5,45.2,0.26,2025-05-28,167.24,Toys & Kids
CUST1008,INV26540,Beauty and Clean products,4,97.25,0.27,2025-05-16,283.97,Health & Beauty
CUST1047,INV46046,Household supplies,1,33.23,0.13,2025-05-26,28.91,Home Essentials
CUST1020,INV91830,Apparel,4,69.11,0.1,2025-05-11,248.8,Fashion
CUST1033,INV92978,Children's products,1,39.27,0.17,2025-05-29,32.59,Toys & Kids
CUST1020,INV86724,Electronics,1,79.61,0.11,2025-05-22,70.85,Electronics
CUST1043,INV81874,Household supplies,1,21.78,0.18,2025-05-25,17.86,Home Essentials
CUST1027,INV52622,Home textile,5,97.28,0.21,2025-05-02,384.26,Home Essentials
CUST1021,INV59925,Household supplies,2,50.84,0.21,2025-05-02,80.33,Home Essentials
CUST1026,INV88301,Beauty and Clean products,4,31.24,0.11,2025-05-04,111.21,Health & Beauty
CUST1045,INV79541,Household supplies,5,16.61,0.05,2025-05-21,78.9,Home Essentials
CUST1019,INV48652,Home textile,5,25.28,0.13,2025-05-26,109.97,Home Essentials
CUST1036,INV69469,Children's products,5,56.78,0.04,2025-05-27,272.54,Toys & Kids
CUST1009,INV76263,Beauty and Clean products,5,40.33,0.27,2025-05-15,147.2,Health & Beauty
CUST1013,INV89354,Bags,5,84.6,0.1,2025-05-01,380.7,Fashion
CUST1027,INV66387,Electronics,3,48.78,0.05,2025-05-04,139.02,Electronics
CUST1043,INV22999,Household supplies,4,32.38,0.01,2025-05-30,128.22,Home Essentials
CUST1025,INV24996,Stationery,5,65.54,0.19,2025-05-28,265.44,Office Supplies
CUST1044,INV95814,Apparel,4,73.61,0.19,2025-05-06,238.5,Fashion
CUST1048,INV95316,Fashion accessories,3,25.03,0.1,2025-05-15,67.58,Fashion
CUST1012,INV82264,Household supplies,3,25.09,0.02,2025-05-15,73.76,Home Essentials
CUST1040,INV38183,Bags,4,13.3,0.12,2025-05-01,46.82,Fashion
CUST1037,INV66370,Household supplies,1,76.28,0.09,2025-05-31,69.41,Home Essentials
CUST1020,INV69186,Home textile,2,69.74,0.2,2025-05-14,111.58,Home Essentials
CUST1026,INV39949,Children's products,1,52.72,0.18,2025-05-07,43.23,Toys & Kids
CUST1036,INV64239,Children's products,1,85.98,0.11,2025-05-23,76.52,Toys & Kids
CUST1001,INV54424,Stationery,1,82.51,0.07,2025-05-30,76.73,Office Supplies
CUST1020,INV69441,Electronics,5,62.68,0.3,2025-05-05,219.38,Electronics
CUST1019,INV62262,Stationery,3,88.14,0.14,2025-05-29,227.4,Office Supplies
CUST1014,INV64524,Electronics,1,28.53,0.21,2025-05-21,22.54,Electronics
CUST1028,INV22463,Home textile,3,20.07,0.04,2025-05-10,57.8,Home Essentials
CUST1038,INV50966,Apparel,4,34.28,0.15,2025-05-06,116.55,Fashion
CUST1039,INV65936,Fashion accessories,2,15.14,0.01,2025-05-28,29.98,Fashion
CUST1042,INV50963,Electronics,4,57.81,0.15,2025-05-30,196.55,Electronics
CUST1021,INV97177,Fashion accessories,4,94.29,0.29,2025-05-29,267.78,Fashion
CUST1030,INV43408,Children's products,5,13.54,0.12,2025-05-09,59.58,Toys & Kids
CUST1029,INV59060,Children's products,2,20.99,0.01,2025-05-03,41.56,Toys & Kids
CUST1029,INV30006,Bags,4,50.7,0.01,2025-05-21,200.77,Fashion
CUST1044,INV72163,Fashion accessories,4,94.05,0.12,2025-05-12,331.06,Fashion
CUST1014,INV18799,Electronics,2,38.45,0.05,2025-05-09,73.06,Electronics
CUST1033,INV21957,Fashion accessories,2,55.65,0.01,2025-05-03,110.19,Fashion
CUST1031,INV21188,Home textile,4,13.74,0.23,2025-05-12,42.32,Home Essentials
CUST1048,INV22219,Bags,2,23.35,0.14,2025-05-22,40.16,Fashion
CUST1011,INV66606,Bags,4,98.8,0.09,2025-05-29,359.63,Fashion
CUST1043,INV22656,Beauty and Clean products,4,96.86,0.27,2025-05-21,282.83,Health & Beauty
